model_name,model_id,role,candidate_id,sample_id,key_run,label,plaintext_top_1,plaintext_top_2,ckks_top_1,top_two_gap,pairwise_decision_budget,pairwise_observed_error,minimum_cap_required,margin_utilization_cap,certifiable,plaintext_tie,argmax_flip,reserve_policy_pass,reserve_policy_rejection,gap_bin,plaintext_logits,ckks_logits,per_logit_absolute_error
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63306,1,0,0,2,0,19.153149959141977,9.5765749795709887,0.00010642309503872127,5.5564278077363736e-06,0.5,true,false,false,true,false,4,"[30.07322959661022,-13.377221513087157,10.920079637468243,-12.893419363585048,-22.127265400530888,-23.87994216692431,0.9185579240956679,1.5180532770413047,-11.57109250857046,8.18628127154425]","[30.07318655881201,-13.37719378610274,10.920016252171411,-12.893425428578158,-22.127212775714046,-23.879869573679475,0.9185781953168041,1.518086060942775,-11.571084600024157,8.186262673073031]","[4.3037798207024025e-05,2.7726984416887035e-05,6.338529683169725e-05,6.064993110399541e-06,5.262481684198406e-05,7.25932448339961e-05,2.027122113612556e-05,3.278390147043453e-05,7.908546303170283e-06,1.8598471218211898e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63306,2,0,0,2,0,19.153149959141977,9.5765749795709887,6.6869127461899325e-06,8.2097948979908356e-07,0.5,true,false,false,true,false,4,"[30.07322959661022,-13.377221513087157,10.920079637468243,-12.893419363585048,-22.127265400530888,-23.87994216692431,0.9185579240956679,1.5180532770413047,-11.57109250857046,8.18628127154425]","[30.073223260681242,-13.377211536595794,10.920079286484473,-12.893415430452333,-22.127259093443897,-23.879934403601705,0.9185541127350909,1.5180471182771078,-11.571099042004718,8.186269638737556]","[6.335928976142213e-06,9.976491362806428e-06,3.509837700477192e-07,3.933132715516763e-06,6.307086991341748e-06,7.763322603437928e-06,3.8113605770329073e-06,6.158764196850797e-06,6.5334342576051085e-06,1.1632806693029352e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63306,3,0,0,2,0,19.153149959141977,9.5765749795709887,6.0845284570731906e-05,3.1767769113972754e-06,0.5,true,false,false,true,false,4,"[30.07322959661022,-13.377221513087157,10.920079637468243,-12.893419363585048,-22.127265400530888,-23.87994216692431,0.9185579240956679,1.5180532770413047,-11.57109250857046,8.18628127154425]","[30.073198432883327,-13.377222828888842,10.920109319025922,-12.893412868349387,-22.127260192977463,-23.879974334000643,0.9185583669052155,1.518011842828612,-11.571074551784704,8.186256431820063]","[3.116372689149216e-05,1.3158016844982967e-06,2.9681557679239745e-05,6.495235661319043e-06,5.207553424924072e-06,3.216707633413307e-05,4.4280954758502133e-07,4.143421269264813e-05,1.795678575611248e-05,2.4839724186875856e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63313,1,8,8,9,8,16.021754453572477,8.0108772267862385,0.000107665993776207,6.7199877571585175e-06,0.5,true,false,false,true,false,4,"[-1.0575256933420811,-22.77308425448064,-11.610544961187,-0.4188439880760234,-25.611849246207782,-4.369517684784542,-7.901007677346723,-5.694481479144253,17.152193477964946,1.1304390243924698]","[-1.0575026445177294,-22.773184417245822,-11.61050047928503,-0.41878513907543724,-25.61195267281456,-4.369576954565755,-7.901099997995847,-5.694553204915274,17.152193252785278,1.1305464652065773]","[2.3048824351779018e-05,0.00010016276518243217,4.448190196981727e-05,5.884900058616971e-05,0.0001034266067776457,5.9269781212734074e-05,9.23206491245665e-05,7.17257710212138e-05,2.2517966868917938e-07,0.00010744081410751782]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63313,2,8,8,9,8,16.021754453572477,8.0108772267862385,3.1197424466222756e-05,1.9471915236640302e-06,0.5,true,false,false,true,false,4,"[-1.0575256933420811,-22.77308425448064,-11.610544961187,-0.4188439880760234,-25.611849246207782,-4.369517684784542,-7.901007677346723,-5.694481479144253,17.152193477964946,1.1304390243924698]","[-1.0575251689366003,-22.773070295079073,-11.610529366524222,-0.418865716765082,-25.611867495726194,-4.369523577868901,-7.900998952982665,-5.6944476706509635,17.152202899905458,1.130417248908515]","[5.24405480817336e-07,1.3959401567120722e-05,1.559466277711863e-05,2.1728689058586603e-05,1.8249518412005727e-05,5.893084359165357e-06,8.724364057854928e-06,3.380849328937785e-05,9.421940511344928e-06,2.1775483954877828e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63313,3,8,8,9,8,16.021754453572477,8.0108772267862385,2.6416567815212844e-05,2.9418108240257297e-06,0.5,true,false,false,true,false,4,"[-1.0575256933420811,-22.77308425448064,-11.610544961187,-0.4188439880760234,-25.611849246207782,-4.369517684784542,-7.901007677346723,-5.694481479144253,17.152193477964946,1.1304390243924698]","[-1.0575171178909417,-22.773088891883173,-11.610548882883862,-0.4188345388985699,-25.611825449126144,-4.369493060798575,-7.901011463123343,-5.694548180367042,17.152192968592054,1.1304649315873927]","[8.57545113941427e-06,4.637402533091972e-06,3.921696862363433e-06,9.449177453491053e-06,2.3797081638576856e-05,2.462398596669857e-05,3.7857766201909726e-06,6.67012227895114e-05,5.093728923100116e-07,2.5907194922902832e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63315,1,0,0,6,0,22.256616397667869,11.128308198833935,4.135084744127937e-05,4.2317108418579456e-06,0.5,true,false,false,true,false,5,"[31.325933710828945,-19.862722812222177,2.5147183019739408,-12.721257510412979,-42.4486465851555,2.125693290376069,9.069317313161074,-9.96031507120389,0.540817378566503,-16.068523232613938]","[31.325897031428955,-19.86272419303178,2.514741760197415,-12.721243848483223,-42.44862004965783,2.125780177950051,9.069312641713623,-9.960361912536268,0.5407773408593666,-16.068598988091587]","[3.667939999019154e-05,1.3808096035461404e-06,2.3458223474381867e-05,1.3661929756381141e-05,2.653549766762353e-05,8.68875739818975e-05,4.671447451087829e-06,4.684133237731203e-05,4.003770713645327e-05,7.575547764915314e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63315,2,0,0,6,0,22.256616397667869,11.128308198833935,7.6658078180358302e-05,4.9340946661148609e-06,0.5,true,false,false,true,false,5,"[31.325933710828945,-19.862722812222177,2.5147183019739408,-12.721257510412979,-42.4486465851555,2.125693290376069,9.069317313161074,-9.96031507120389,0.540817378566503,-16.068523232613938]","[31.325890264844304,-19.86267076922468,2.51474107688771,-12.721196590657811,-42.448610133625465,2.1256132476384098,9.069284101067534,-9.960297926126415,0.5407089278728533,-16.068652389881922]","[4.344598464101068e-05,5.204299749905772e-05,2.277491376911911e-05,6.091975516753223e-05,3.645153003617452e-05,8.004273765926939e-05,3.321209353934762e-05,1.7145077475078097e-05,0.00010845069364973092,0.00012915726798468086]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63315,3,0,0,6,0,22.256616397667869,11.128308198833935,4.2490058865141123e-05,1.9090978658190553e-06,0.5,true,false,false,true,false,5,"[31.325933710828945,-19.862722812222177,2.5147183019739408,-12.721257510412979,-42.4486465851555,2.125693290376069,9.069317313161074,-9.96031507120389,0.540817378566503,-16.068523232613938]","[31.325912526647326,-19.86270626597682,2.5147250436098103,-12.721266304122064,-42.448619346044744,2.125689601164048,9.069296007283828,-9.96034768803964,0.5408416467923594,-16.068505463510498]","[2.118418161956015e-05,1.6546245358739498e-05,6.741635869556006e-06,8.79370908535293e-06,2.723911075719343e-05,3.689212021207311e-06,2.1305877245580973e-05,3.261683574962149e-05,2.4268225856327597e-05,1.776910344020166e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63332,1,4,4,9,4,8.7735030783251382,4.3867515391625691,2.7896331049159784e-05,3.179611473332405e-06,0.5,true,false,false,true,false,2,"[-11.066531705447298,-6.0221039612318,-2.554300344602529,-3.9729177374098374,11.684754730597197,-9.4509431798518,-8.634908615414982,-2.6316151018096696,-4.772615373060769,2.911251652272059]","[-11.066552284695492,-6.0221042073509405,-2.5542898478219542,-3.9729361796991123,11.684781164057,-9.450952383661042,-8.634919611904873,-2.631617349465695,-4.772614426656615,2.911253115143305]","[2.0579248193541844e-05,2.461191401792462e-07,1.0496780574964504e-05,1.8442289274833712e-05,2.643345980324341e-05,9.203809241853378e-06,1.0996489891113015e-05,2.247656025300415e-06,9.464041541562551e-07,1.462871245916375e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63332,2,4,4,9,4,8.7735030783251382,4.3867515391625691,2.2214547437560128e-05,2.532004290559944e-06,0.5,true,false,false,true,false,2,"[-11.066531705447298,-6.0221039612318,-2.554300344602529,-3.9729177374098374,11.684754730597197,-9.4509431798518,-8.634908615414982,-2.6316151018096696,-4.772615373060769,2.911251652272059]","[-11.066532101413236,-6.0221145898782815,-2.554293974694663,-3.9729212432634378,11.684762214275764,-9.450947881732866,-8.634921508063627,-2.6316009295643012,-4.772623297319271,2.911266383140929]","[3.9596593737201147e-07,1.062864648115891e-05,6.369907866066171e-06,3.5058536003163e-06,7.48367856751031e-06,4.701881065827251e-06,1.2892648644680094e-05,1.417224536837125e-05,7.924258501823545e-06,1.4730868870049818e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63332,3,4,4,9,4,8.7735030783251382,4.3867515391625691,2.0561221439674426e-05,3.8811984924371802e-06,0.5,true,false,false,true,false,2,"[-11.066531705447298,-6.0221039612318,-2.554300344602529,-3.9729177374098374,11.684754730597197,-9.4509431798518,-8.634908615414982,-2.6316151018096696,-4.772615373060769,2.911251652272059]","[-11.066568613462813,-6.022123099851185,-2.5542724115646953,-3.972917027476033,11.68474359198257,-9.450930975813371,-8.634915808172284,-2.631570675751285,-4.772657885993993,2.9112422296652456]","[3.690801551492484e-05,1.9138619384406752e-05,2.793303783388268e-05,7.099338046323567e-07,1.1138614626204912e-05,1.220403842872031e-05,7.192757301766051e-06,4.442605838450575e-05,4.251293322443672e-05,9.422606813469514e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63336,1,5,5,7,5,8.4456022918199256,4.2228011459099628,0.00012409909241917205,1.4693930418600163e-05,0.5,true,false,false,true,false,2,"[-19.786684356744946,-21.582608239991973,-19.291428865055245,-2.7114144048908098,-25.564414751423605,19.316382518061392,-24.13058546024823,10.870780226241466,1.979676793650529,4.6708100020857755]","[-19.78671498360727,-21.58259690829858,-19.29136309434483,-2.711447776372991,-25.564255835768105,19.316279030866422,-24.13062853242507,10.870800838138916,1.9796168064011574,4.67083221354266]","[3.0626862322691295e-05,1.1331693393401565e-05,6.577071041391491e-05,3.337148218118813e-05,0.00015891565550063547,0.00010348719496988679,4.3072176840297516e-05,2.0611897449285266e-05,5.9987249371618034e-05,2.2211456884413394e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63336,2,5,5,7,5,8.4456022918199256,4.2228011459099628,0.00010461426963281895,1.2386833528041471e-05,0.5,true,false,false,true,false,2,"[-19.786684356744946,-21.582608239991973,-19.291428865055245,-2.7114144048908098,-25.564414751423605,19.316382518061392,-24.13058546024823,10.870780226241466,1.979676793650529,4.6708100020857755]","[-19.78671602410136,-21.582621243616686,-19.291383691827342,-2.711415114493148,-25.564473715184587,19.316429061974052,-24.13059369473584,10.87083829659844,1.979573163798516,4.6708294285282275]","[3.166735641357832e-05,1.3003624712126793e-05,4.517322790320577e-05,7.096023382224814e-07,5.896376098135647e-05,4.654391266001312e-05,8.234487609115604e-06,5.8070356972805826e-05,0.0001036298520131762,1.942644245200853e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63336,3,5,5,7,5,8.4456022918199256,4.2228011459099628,5.9561641910121921e-05,7.0523853541873455e-06,0.5,true,false,false,true,false,2,"[-19.786684356744946,-21.582608239991973,-19.291428865055245,-2.7114144048908098,-25.564414751423605,19.316382518061392,-24.13058546024823,10.870780226241466,1.979676793650529,4.6708100020857755]","[-19.78666405525233,-21.58264815933601,-19.291425771342972,-2.711373656040757,-25.564454771471635,19.316389022273498,-24.130575659101087,10.870727168811662,1.9796780119623034,4.670823932092091]","[2.030149261500469e-05,3.9919344036576376e-05,3.0937122730279043e-06,4.07488500528963e-05,4.002004802927672e-05,6.504212105795659e-06,9.801147143662092e-06,5.305742980432626e-05,1.2183117743536087e-06,1.3930006315554522e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63348,1,8,8,9,8,29.832579121860029,14.916289560930014,0.00011381025008794232,4.1862634410561116e-06,0.5,true,false,false,true,false,5,"[-9.54229995158792,-39.18478936006263,-5.569591311678404,-11.13817006009352,-34.36580776231139,-7.302083352480597,-13.043182740126166,-13.891916653951226,31.819064304856685,1.9864851829966574]","[-9.542245407806906,-39.184744179159615,-5.569584261262905,-11.138095118049968,-34.36581200983355,-7.302165877530265,-13.043188625668009,-13.891872100328099,31.818983058476142,1.986517746866203]","[5.454378101354962e-05,4.5180903015307194e-05,7.050415498532914e-06,7.494204355218415e-05,4.2475221562199295e-06,8.252504966765883e-05,5.885541842332032e-06,4.4553623126830644e-05,8.124638054241018e-05,3.256386954553214e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63348,2,8,8,9,8,29.832579121860029,14.916289560930014,0.00010228709992632368,3.4287045551275217e-06,0.5,true,false,false,true,false,5,"[-9.54229995158792,-39.18478936006263,-5.569591311678404,-11.13817006009352,-34.36580776231139,-7.302083352480597,-13.043182740126166,-13.891916653951226,31.819064304856685,1.9864851829966574]","[-9.542328389557223,-39.18468648768348,-5.569613262249337,-11.1380901123323,-34.36572597400149,-7.302031862354379,-13.043169068198544,-13.891982233267791,31.81905594421005,1.9863912565433666]","[2.8437969303851673e-05,0.0001028723791520747,2.1950570933348956e-05,7.99477612201116e-05,8.17883098989114e-05,5.149012621785687e-05,1.3671927622027624e-05,6.557931656558935e-05,8.36064663545244e-06,9.392645329087124e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63348,3,8,8,9,8,29.832579121860029,14.916289560930014,9.4648264091556911e-05,4.0698033440162984e-06,0.5,true,false,false,true,false,5,"[-9.54229995158792,-39.18478936006263,-5.569591311678404,-11.13817006009352,-34.36580776231139,-7.302083352480597,-13.043182740126166,-13.891916653951226,31.819064304856685,1.9864851829966574]","[-9.54228373853087,-39.1848192772044,-5.5695524912721215,-11.138265998912711,-34.365915902034196,-7.301962403766709,-13.043129761714482,-13.891878556633781,31.819102571520354,1.9864288013962348]","[1.6213057049796475e-05,2.9917141766588884e-05,3.8820406282447095e-05,9.593881919123248e-05,0.0001081397228048786,0.00012094871388868,5.297841168427908e-05,3.8097317444751866e-05,3.826666366890663e-05,5.638160042265028e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63372,1,5,5,3,5,12.724991096663581,6.3624955483317907,8.3851498846598815e-06,2.9515734223757063e-06,0.5,true,false,false,true,false,3,"[-17.296053542830403,-10.327839335578172,-9.121514252760518,5.697075277878556,-23.826007654416866,18.422066374542137,-10.417462142668906,-22.71992819815561,-2.716878442960986,-3.8122036803839707]","[-17.296045806134813,-10.327855666994296,-9.121543747621647,5.697077612770471,-23.826083343303317,18.422060324284168,-10.417481405262546,-22.719937843578926,-2.716869746223269,-3.81214410456138]","[7.736695589954934e-06,1.633141612344957e-05,2.949486112946431e-05,2.3348919153676206e-06,7.568888645081984e-05,6.050257969292261e-06,1.9262593639268744e-05,9.64542331516327e-06,8.696737717084346e-06,5.957582259075167e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63372,2,5,5,3,5,12.724991096663581,6.3624955483317907,0.00011006024447635099,8.6491411774117576e-06,0.5,true,false,false,true,false,3,"[-17.296053542830403,-10.327839335578172,-9.121514252760518,5.697075277878556,-23.826007654416866,18.422066374542137,-10.417462142668906,-22.71992819815561,-2.716878442960986,-3.8122036803839707]","[-17.296116797738044,-10.327888262583421,-9.121610167682046,5.697126224890771,-23.82615187697173,18.422125487774398,-10.41761093531496,-22.71999419209943,-2.7168952549178433,-3.812102877675245]","[6.325490764069741e-05,4.8927005249055355e-05,9.591492152871695e-05,5.094701221519671e-05,0.0001442225548622389,5.911323226115428e-05,0.0001487926460530531,6.599394382078572e-05,1.6811956857321064e-05,0.00010080270872592223]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63372,3,5,5,3,5,12.724991096663581,6.3624955483317907,2.4246809364747435e-05,3.018364081450233e-06,0.5,true,false,false,true,false,3,"[-17.296053542830403,-10.327839335578172,-9.121514252760518,5.697075277878556,-23.826007654416866,18.422066374542137,-10.417462142668906,-22.71992819815561,-2.716878442960986,-3.8122036803839707]","[-17.2960300339164,-10.327785203403703,-9.121459745692672,5.6970633003768265,-23.82594824653377,18.422078643849773,-10.417472014557855,-22.71981628594459,-2.71688855779019,-3.812256232062322]","[2.350891400482169e-05,5.4132174469145866e-05,5.450706784593251e-05,1.197750172909906e-05,5.940788309644063e-05,1.2269307635648374e-05,9.871888948964624e-06,0.00011191221102180293,1.0114829203988762e-05,5.255167835116481e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63398,1,6,6,5,6,13.105617730284697,6.5528088651423486,2.4323535116721473e-05,1.8559625053395392e-06,0.5,true,false,false,true,false,3,"[-0.9327936462058777,-7.369522990272072,-4.612366908201918,-4.864033904723166,-16.002203516933687,6.248335786029083,19.35395351631378,-16.575096938786196,0.2783138013156544,-27.642351092591188]","[-0.9328042970638244,-7.369514707960514,-4.612392591119105,-4.864042345591701,-16.002213970288302,6.2483477919098185,19.35396583396816,-16.575084158721996,0.2783200717047747,-27.642343785076747]","[1.065085794671461e-05,8.282311558360789e-06,2.5682917186742316e-05,8.440868534798085e-06,1.0453354615691524e-05,1.2005880735799224e-05,1.231765438092225e-05,1.2780064199802155e-05,6.270389120266451e-06,7.307514440668683e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63398,2,6,6,5,6,13.105617730284697,6.5528088651423486,2.2123780796690085e-05,2.0690673096191198e-06,0.5,true,false,false,true,false,3,"[-0.9327936462058777,-7.369522990272072,-4.612366908201918,-4.864033904723166,-16.002203516933687,6.248335786029083,19.35395351631378,-16.575096938786196,0.2783138013156544,-27.642351092591188]","[-0.9328206686706934,-7.369527939142829,-4.612349930933373,-4.864059037533322,-16.00224984863239,6.248342957629323,19.353968468494337,-16.57510698352659,0.278331936216178,-27.642353689572147]","[2.7022464815673608e-05,4.948870756749102e-06,1.6977268544771107e-05,2.5132810156591745e-05,4.633169870160714e-05,7.171600239885834e-06,1.4952180556804251e-05,1.0044740395898089e-05,1.8134900523603115e-05,2.5969809591686044e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63398,3,6,6,5,6,13.105617730284697,6.5528088651423486,6.4526509577333968e-05,4.9235763552163547e-06,0.5,true,false,false,true,false,3,"[-0.9327936462058777,-7.369522990272072,-4.612366908201918,-4.864033904723166,-16.002203516933687,6.248335786029083,19.35395351631378,-16.575096938786196,0.2783138013156544,-27.642351092591188]","[-0.9327694216595248,-7.369511374087743,-4.612441412998408,-4.864013793273921,-16.00223673951724,6.248395045144797,19.353958783707643,-16.575049350470884,0.27834691710520637,-27.642361492902154]","[2.422454635286897e-05,1.161618432909961e-05,7.450479649051545e-05,2.011144924463082e-05,3.322258355353824e-05,5.9259115714027644e-05,5.267393863306324e-06,4.758831531148644e-05,3.3115789551951824e-05,1.040031096621874e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63463,1,4,4,9,4,26.852659128198443,13.426329564099222,0.00011881814616199193,4.4248186220492011e-06,0.5,true,false,false,true,false,5,"[-19.496880598774492,-7.508667925676629,-13.117662606965812,-8.718040055702327,32.28080263541818,-16.35927752986569,-12.187893197565305,0.09713078886112059,-8.894530008382132,5.42814350721974]","[-19.49694554739393,-7.508713566385929,-13.117635258289706,-8.71805064231257,32.28077586743324,-16.359230174722185,-12.187964310744654,0.09714139067229266,-8.894511079296553,5.428235557380961]","[6.494861943906471e-05,4.564070929991004e-05,2.7348676105987124e-05,1.0586610242668826e-05,2.6767984941500345e-05,4.735514350429071e-05,7.111317934871408e-05,1.0601811172072928e-05,1.8929085578989202e-05,9.205016122049159e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63463,2,4,4,9,4,26.852659128198443,13.426329564099222,4.2241216842597851e-05,2.8806464041276963e-06,0.5,true,false,false,true,false,5,"[-19.496880598774492,-7.508667925676629,-13.117662606965812,-8.718040055702327,32.28080263541818,-16.35927752986569,-12.187893197565305,0.09713078886112059,-8.894530008382132,5.42814350721974]","[-19.496851999590838,-7.508720005015528,-13.117662668782518,-8.717990356602918,32.28076451611565,-16.359264783766115,-12.187863579887617,0.09709060708431407,-8.894449516110743,5.4281476291340525]","[2.8599183654165472e-05,5.207933889916916e-05,6.181670642035897e-08,4.969909940832906e-05,3.8119302530503774e-05,1.2746099574911796e-05,2.9617677688165145e-05,4.018177680652213e-05,8.049227138862136e-05,4.121914312094077e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63463,3,4,4,9,4,26.852659128198443,13.426329564099222,8.7725829895468621e-05,3.2669326891110836e-06,0.5,true,false,false,true,false,5,"[-19.496880598774492,-7.508667925676629,-13.117662606965812,-8.718040055702327,32.28080263541818,-16.35927752986569,-12.187893197565305,0.09713078886112059,-8.894530008382132,5.42814350721974]","[-19.496854222036383,-7.5086842120717,-13.11769707648259,-8.71801666926591,32.280783432528644,-16.35929647089722,-12.187801257248223,0.09705318559655107,-8.894481072217264,5.428074984279385]","[2.637673810923502e-05,1.6286395071674065e-05,3.446951677865684e-05,2.3386436415862022e-05,1.920288953982663e-05,1.8941031530772534e-05,9.194031708226191e-05,7.760326456951461e-05,4.893616486789654e-05,6.852294035564199e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63544,1,4,4,9,4,4.4710115809573061,2.2355057904786531,2.7387491218444637e-05,6.1255692861749632e-06,0.5,true,false,false,true,false,1,"[-4.469512935044866,-3.3975780982742134,-1.0041162824158016,-6.742732533348482,7.158005864902257,-7.939314462172336,-4.911445103974722,1.87200016654451,-2.041165343018213,2.68699428394495]","[-4.469494117328445,-3.3975607704936843,-1.0040918090793873,-6.742740806330016,7.158001094681113,-7.9393423220513055,-4.911432186755166,1.872007019416435,-2.041174485403813,2.687016901215025]","[1.881771642153751e-05,1.7327780529097225e-05,2.4473336414310154e-05,8.272981533608004e-06,4.77022114342418e-06,2.7859878969138663e-05,1.2917219556207726e-05,6.85287192503381e-06,9.142385600124925e-06,2.2617270075020457e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63544,2,4,4,9,4,4.4710115809573061,2.2355057904786531,0.00014821604838077818,3.3150450562922285e-05,0.5,true,false,false,true,false,1,"[-4.469512935044866,-3.3975780982742134,-1.0041162824158016,-6.742732533348482,7.158005864902257,-7.939314462172336,-4.911445103974722,1.87200016654451,-2.041165343018213,2.68699428394495]","[-4.469482145753627,-3.3975716286494095,-1.004100902410076,-6.742808366806451,7.158098666787173,-7.93931027715451,-4.911445798203086,1.8720079646075014,-2.041162416438191,2.6870496981084147]","[3.0789291239230465e-05,6.469624803884244e-06,1.5380005725651458e-05,7.583345796913221e-05,9.28018849162271e-05,4.185017826507931e-06,6.942283645727798e-07,7.798062991337673e-06,2.926580021878067e-06,5.541416346455108e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63544,3,4,4,9,4,4.4710115809573061,2.2355057904786531,9.8459733313127629e-06,3.3621905897851134e-06,0.5,true,false,false,true,false,1,"[-4.469512935044866,-3.3975780982742134,-1.0041162824158016,-6.742732533348482,7.158005864902257,-7.939314462172336,-4.911445103974722,1.87200016654451,-2.041165343018213,2.68699428394495]","[-4.46951410662585,-3.397582337504792,-1.0041179497287198,-6.742719627353694,7.157998835201662,-7.939317575728674,-4.911437421335625,1.8719894236864885,-2.041160099067433,2.6869914676722138]","[1.1715809833390267e-06,4.239230578573228e-06,1.6673129181743462e-06,1.29059947884258e-05,7.029700594962662e-06,3.113556337197565e-06,7.682639096451283e-06,1.0742858021606239e-05,5.243950779831863e-06,2.8162727363501006e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_63578,1,2,2,7,2,7.0405331562706737,3.5202665781353368,3.1765332839439608e-05,7.1538858763915277e-06,0.5,true,false,false,true,false,1,"[0.5855758175555719,-0.8128554900431227,8.694003940258487,-3.948002024076237,-12.953938554854634,-12.686174928752877,-2.55254501798214,1.6534707839878127,-0.6160815290393868,-15.194293568557361]","[0.58553858982681,-0.8128060667177455,8.694022527920517,-3.948008500430706,-12.953919074280712,-12.686093043149492,-2.552562207903728,1.653483961658622,-0.6160537787948979,-15.1942952311469]","[3.7227728761912715e-05,4.9423325377273564e-05,1.858766203000073e-05,6.476354469153733e-06,1.948057392198166e-05,8.188560338417972e-05,1.7189921587945634e-05,1.317767080943888e-05,2.775024448897767e-05,1.6625895380428801e-06]"
